"genome_id","data_source","contig_length","dtr_length","genes_viral","genes_plasmid","genes_microbial","genes_unknown","biome1","biome2","biome3","gca_name"
"DTR_325319","IMG/M",7113,127,1,0,0,4,"Aquatic","Thermal springs","Hot (42-90C)",NULL
"DTR_325472","IMG/M",10045,127,4,0,0,8,"Host-Associated","Invertebrates","Digestive system",NULL
"DTR_325755","IMG/M",9438,127,1,0,0,13,"Aquatic","Freshwater","Lentic",NULL
"DTR_326085","IMG/M",8893,127,3,0,0,13,"Aquatic","Marine","Inlet",NULL
"DTR_326106","IMG/M",3249,127,1,0,0,5,"Aquatic","Marine","Inlet",NULL
"DTR_326108","IMG/M",3162,118,1,0,0,6,"Aquatic","Marine","Inlet",NULL
"DTR_326199","IMG/M",12711,127,2,0,0,3,"Aquatic","Marine","Oceanic",NULL
"DTR_326202","IMG/M",11314,127,1,0,0,3,"Aquatic","Marine","Oceanic",NULL
"DTR_326416","IMG/M",15905,127,1,0,0,26,"Aquatic","Freshwater","Lentic",NULL
"DTR_326420","IMG/M",13029,127,3,0,0,25,"Aquatic","Freshwater","Lentic",NULL
"DTR_326488","IMG/M",17213,127,5,0,0,17,"Terrestrial","Soil","Crop",NULL
"DTR_326672","IMG/M",3130,127,0,0,0,6,"Aquatic","Freshwater","Sediment","GCA_000889395.1"
"DTR_326682","IMG/M",12184,127,2,0,0,14,"Host-Associated","Invertebrates","Digestive system",NULL
"DTR_326826","IMG/M",17262,99,8,0,0,22,"Aquatic","Freshwater","Lentic",NULL
"DTR_326853","IMG/M",6638,99,1,0,0,11,"Aquatic","Freshwater","Lentic",NULL
"DTR_326857","IMG/M",6411,99,1,0,0,10,"Aquatic","Freshwater","Lentic",NULL
"DTR_326929","IMG/M",4323,99,1,0,0,9,"Aquatic","Freshwater","Lentic",NULL
"DTR_327068","IMG/M",16046,117,2,0,0,25,"Aquatic","Marine","Oceanic",NULL
"DTR_327227","IMG/M",15658,127,4,0,0,29,"Aquatic","Freshwater","Lentic",NULL
"DTR_327230","IMG/M",13676,127,1,0,0,22,"Aquatic","Freshwater","Lentic",NULL
"DTR_327248","IMG/M",7765,127,1,0,0,15,"Aquatic","Freshwater","Lentic",NULL
"DTR_327250","IMG/M",7739,127,1,0,0,9,"Aquatic","Freshwater","Lentic",NULL
"DTR_327251","IMG/M",7716,112,3,1,0,9,"Aquatic","Freshwater","Lentic",NULL
"DTR_327257","IMG/M",6784,127,0,0,0,12,"Aquatic","Freshwater","Lentic",NULL
"DTR_327269","IMG/M",5086,127,1,0,0,5,"Aquatic","Freshwater","Lentic",NULL
"DTR_327278","IMG/M",4656,127,0,0,0,5,"Aquatic","Freshwater","Lentic",NULL
"DTR_327541","IMG/M",5016,127,0,0,0,9,"Aquatic","Sediment","NA",NULL
"DTR_327812","IMG/M",9085,82,3,0,0,6,"Aquatic","Marine","Oceanic",NULL
"DTR_328729","IMG/M",16006,127,5,1,0,18,"Host-Associated","Plants","Rhizosphere",NULL
"DTR_328730","IMG/M",15422,115,4,1,0,21,"Host-Associated","Plants","Rhizosphere",NULL
"DTR_329201","IMG/M",11860,99,3,0,0,18,"Aquatic","Marine","Oceanic",NULL
"DTR_329202","IMG/M",11847,99,4,0,0,19,"Aquatic","Marine","Oceanic",NULL
"DTR_329684","IMG/M",10543,127,2,0,0,12,"Host-Associated","Invertebrates","NA",NULL
"DTR_329974","IMG/M",16790,127,7,0,0,23,"Aquatic","Freshwater","Lake",NULL
"DTR_329975","IMG/M",15693,105,7,0,0,21,"Aquatic","Freshwater","Lake",NULL
"DTR_329976","IMG/M",13452,127,1,0,0,25,"Aquatic","Freshwater","Lake",NULL
"DTR_329977","IMG/M",12555,127,2,0,1,24,"Aquatic","Freshwater","Lake",NULL
"DTR_329993","IMG/M",5106,127,1,0,0,5,"Aquatic","Freshwater","Lake",NULL
"DTR_330211","IMG/M",10007,124,1,0,0,13,"Terrestrial","Soil","NA",NULL
"DTR_330280","IMG/M",16328,123,7,0,0,20,"Aquatic","Freshwater","Lake",NULL
"DTR_330281","IMG/M",16097,127,7,0,0,21,"Aquatic","Freshwater","Lake",NULL
"DTR_330282","IMG/M",15662,24,6,0,0,18,"Aquatic","Freshwater","Lake",NULL
"DTR_330284","IMG/M",15329,127,7,0,0,16,"Aquatic","Freshwater","Lake",NULL
"DTR_330285","IMG/M",15050,127,7,0,0,20,"Aquatic","Freshwater","Lake",NULL
"DTR_330286","IMG/M",14589,127,6,0,0,20,"Aquatic","Freshwater","Lake",NULL
"DTR_330287","IMG/M",13612,127,2,0,0,23,"Aquatic","Freshwater","Lake",NULL
"DTR_330296","IMG/M",5547,127,0,0,0,5,"Aquatic","Freshwater","Lake",NULL
"DTR_330329","IMG/M",19735,120,8,0,0,16,"Aquatic","Freshwater","Lake",NULL
"DTR_330455","IMG/M",16462,127,8,0,0,21,"Aquatic","Freshwater","Lake",NULL
"DTR_330456","IMG/M",15799,127,6,0,0,20,"Aquatic","Freshwater","Lake",NULL
"DTR_330457","IMG/M",13892,127,7,0,0,14,"Aquatic","Freshwater","Lake",NULL
"DTR_330458","IMG/M",13454,127,1,0,0,28,"Aquatic","Freshwater","Lake",NULL
"DTR_330460","IMG/M",12555,127,2,0,1,24,"Aquatic","Freshwater","Lake",NULL
"DTR_330461","IMG/M",12437,127,2,0,1,24,"Aquatic","Freshwater","Lake",NULL
"DTR_330463","IMG/M",11632,158,1,0,0,24,"Aquatic","Freshwater","Lake",NULL
"DTR_330508","IMG/M",5099,127,2,0,0,5,"Aquatic","Freshwater","Sediment",NULL
"DTR_330536","IMG/M",19597,127,3,0,0,19,"Aquatic","Freshwater","Lake",NULL
"DTR_330537","IMG/M",16330,127,8,0,0,21,"Aquatic","Freshwater","Lake",NULL
"DTR_330538","IMG/M",16082,127,8,0,0,18,"Aquatic","Freshwater","Lake",NULL
"DTR_330539","IMG/M",15953,54,6,0,0,21,"Aquatic","Freshwater","Lake",NULL
"DTR_330540","IMG/M",15674,127,9,0,1,11,"Aquatic","Freshwater","Lake","GCA_004799985.1"
"DTR_330541","IMG/M",15471,127,6,0,0,13,"Aquatic","Freshwater","Lake",NULL
"DTR_330543","IMG/M",15124,127,6,0,0,14,"Aquatic","Freshwater","Lake","GCA_003023945.1"
"DTR_330545","IMG/M",10724,127,1,0,0,22,"Aquatic","Freshwater","Lake",NULL
"DTR_330552","IMG/M",6013,127,1,0,0,6,"Aquatic","Freshwater","Lake",NULL
"DTR_330593","IMG/M",15471,127,6,0,0,13,"Aquatic","Freshwater","Lake",NULL
"DTR_330594","IMG/M",15124,127,6,0,0,14,"Aquatic","Freshwater","Lake","GCA_003023945.1"
"DTR_330595","IMG/M",15049,22,5,0,0,21,"Aquatic","Freshwater","Lake",NULL
"DTR_330596","IMG/M",14780,119,5,0,0,21,"Aquatic","Freshwater","Lake",NULL
"DTR_330678","IMG/M",13245,127,7,0,0,12,"Aquatic","Freshwater","Ice",NULL
"DTR_330716","IMG/M",5828,127,0,0,0,7,"Aquatic","Freshwater","Ice",NULL
"DTR_330833","IMG/M",5432,106,0,0,0,6,"Aquatic","Freshwater","Lake",NULL
"DTR_330895","IMG/M",3369,99,2,0,0,3,"Aquatic","Marine","Coastal",NULL
"DTR_331014","IMG/M",9625,125,1,0,0,10,"Aquatic","Marine","Coastal",NULL
"DTR_331076","IMG/M",5828,127,0,0,0,6,"Aquatic","Freshwater","Ice",NULL
"DTR_331326","IMG/M",4754,127,0,0,0,8,"Terrestrial","Soil","NA",NULL
"DTR_331362","IMG/M",12108,127,2,0,0,22,"Aquatic","Marine","Inlet",NULL
"DTR_331456","IMG/M",13728,25,2,0,0,20,"Host-Associated","Plants","Roots",NULL
"DTR_331508","IMG/M",18485,127,3,0,0,26,"Terrestrial","Deep subsurface","NA",NULL
"DTR_331513","IMG/M",10355,127,1,0,0,22,"Terrestrial","Deep subsurface","NA",NULL
"DTR_331536","IMG/M",4484,127,1,0,0,9,"Terrestrial","Deep subsurface","NA",NULL
"DTR_331537","IMG/M",4454,127,1,0,0,9,"Terrestrial","Deep subsurface","NA",NULL
"DTR_331540","IMG/M",4433,127,1,0,0,7,"Terrestrial","Deep subsurface","NA",NULL
"DTR_331546","IMG/M",4303,127,1,0,0,8,"Terrestrial","Deep subsurface","NA",NULL
"DTR_331756","IMG/M",16166,98,8,0,0,19,"Terrestrial","Deep subsurface","NA",NULL
"DTR_331757","IMG/M",15851,127,6,0,0,17,"Terrestrial","Deep subsurface","NA","GCA_002609965.1"
"DTR_331758","IMG/M",15458,127,7,0,0,19,"Terrestrial","Deep subsurface","NA",NULL
"DTR_331939","IMG/M",19376,127,2,0,0,24,"Host-Associated","Invertebrates","Integument",NULL
"DTR_331949","IMG/M",10313,127,2,0,0,20,"Host-Associated","Invertebrates","Integument",NULL
"DTR_332068","IMG/M",2736,112,1,0,0,1,"Aquatic","Marine","Hydrothermal vents",NULL
"DTR_332156","IMG/M",10015,127,1,0,0,11,"Terrestrial","Deep subsurface","NA",NULL
"DTR_332159","IMG/M",18601,127,3,0,0,21,"Terrestrial","Deep subsurface","NA","GCA_000839145.1"
"DTR_332537","IMG/M",10449,127,2,0,0,13,"Host-Associated","Mammals","Digestive system",NULL
"DTR_332548","IMG/M",9335,120,2,0,0,17,"Host-Associated","Mammals","Digestive system",NULL
"DTR_332549","IMG/M",9226,127,2,0,0,9,"Host-Associated","Mammals","Digestive system",NULL
"DTR_332577","IMG/M",6637,127,0,0,1,8,"Host-Associated","Mammals","Digestive system",NULL
"DTR_333544","IMG/M",13617,127,7,0,0,15,"Aquatic","Freshwater","River",NULL
"DTR_333545","IMG/M",13367,127,2,0,0,21,"Aquatic","Freshwater","River",NULL
"DTR_333547","IMG/M",6821,98,1,0,0,8,"Aquatic","Freshwater","River",NULL
"DTR_333612","IMG/M",14415,24,4,0,0,17,"Aquatic","Freshwater","River","GCA_002609965.1"
"DTR_333714","IMG/M",15635,127,8,0,0,13,"Aquatic","Freshwater","River","GCA_003613455.1"
"DTR_333717","IMG/M",7304,127,1,0,0,9,"Aquatic","Freshwater","River",NULL
"DTR_333809","IMG/M",15338,123,9,0,0,15,"Aquatic","Freshwater","River","GCA_002609965.1"
"DTR_333958","IMG/M",7102,127,2,0,0,6,"Aquatic","Marine","Coastal",NULL
"DTR_334192","IMG/M",13898,1082,1,0,0,22,"Aquatic","Non-marine saline","Saline",NULL
"DTR_334236","IMG/M",12050,127,6,0,0,11,"Aquatic","Non-marine saline","Saline",NULL
"DTR_334454","IMG/M",2029,127,1,0,0,0,"Aquatic","Marine","Inlet",NULL
"DTR_334798","IMG/M",8052,127,1,0,0,10,"Aquatic","Marine","Inlet",NULL
"DTR_340449","IMG/M",12790,77,2,1,0,12,"Host-Associated","Mammals","Digestive system",NULL
"DTR_340489","IMG/M",11737,77,3,1,0,14,"Host-Associated","Mammals","Digestive system",NULL
"DTR_340513","IMG/M",11314,77,2,0,0,16,"Host-Associated","Mammals","Digestive system",NULL
"DTR_340524","IMG/M",11218,77,2,0,0,14,"Host-Associated","Mammals","Digestive system",NULL
"DTR_340567","IMG/M",10343,77,1,0,0,12,"Host-Associated","Mammals","Digestive system",NULL
"DTR_340574","IMG/M",10239,77,1,0,0,17,"Host-Associated","Mammals","Digestive system",NULL
"DTR_340592","IMG/M",9743,77,1,0,0,15,"Host-Associated","Mammals","Digestive system",NULL
"DTR_340604","IMG/M",9584,77,1,0,0,15,"Host-Associated","Mammals","Digestive system",NULL
"DTR_340635","IMG/M",8761,77,2,0,0,11,"Host-Associated","Mammals","Digestive system",NULL
"DTR_340741","IMG/M",6663,77,0,0,0,12,"Host-Associated","Mammals","Digestive system",NULL
"DTR_342446","IMG/M",7304,127,1,0,0,10,"Aquatic","Freshwater","River",NULL
"DTR_343571","IMG/M",10758,127,3,0,0,9,"Engineered","Bioreactor","NA",NULL
"DTR_343853","IMG/M",3498,127,1,0,0,3,"Aquatic","Non-marine saline","Saline",NULL
"DTR_343914","IMG/M",3498,127,1,0,0,4,"Aquatic","Non-marine saline","Saline",NULL
"DTR_344000","IMG/M",3498,127,1,0,0,4,"Aquatic","Non-marine saline","Saline",NULL
"DTR_344052","IMG/M",3498,127,1,0,0,3,"Aquatic","Non-marine saline","Saline",NULL
"DTR_344142","IMG/M",9914,122,1,0,0,13,"Aquatic","Non-marine saline","Saline",NULL
"DTR_344448","IMG/M",13296,127,1,0,0,29,"Aquatic","Freshwater","Lake",NULL
"DTR_344449","IMG/M",12690,127,1,0,0,26,"Aquatic","Freshwater","Lake",NULL
"DTR_344450","IMG/M",11956,127,1,0,0,25,"Aquatic","Freshwater","Lake",NULL
"DTR_344452","IMG/M",9548,127,0,0,0,11,"Aquatic","Freshwater","Lake",NULL
"DTR_344470","IMG/M",5597,127,2,0,0,3,"Aquatic","Freshwater","Lake",NULL
"DTR_344527","IMG/M",11956,127,1,0,0,25,"Aquatic","Freshwater","Lake",NULL
"DTR_344570","IMG/M",16537,127,7,0,0,25,"Aquatic","Freshwater","Lake",NULL
"DTR_344571","IMG/M",15950,127,7,0,0,24,"Aquatic","Freshwater","Lake",NULL
"DTR_344572","IMG/M",15871,127,7,0,0,20,"Aquatic","Freshwater","Lake",NULL
"DTR_344573","IMG/M",15715,127,7,0,0,21,"Aquatic","Freshwater","Lake",NULL
"DTR_344574","IMG/M",15665,127,7,0,0,19,"Aquatic","Freshwater","Lake",NULL
"DTR_344575","IMG/M",14773,127,5,0,0,20,"Aquatic","Freshwater","Lake",NULL
"DTR_344576","IMG/M",14729,127,6,0,0,14,"Aquatic","Freshwater","Lake",NULL
"DTR_344577","IMG/M",14576,127,1,0,0,25,"Aquatic","Freshwater","Lake",NULL
"DTR_344579","IMG/M",13452,127,1,0,0,24,"Aquatic","Freshwater","Lake",NULL
"DTR_344580","IMG/M",12444,127,2,0,1,22,"Aquatic","Freshwater","Lake",NULL
"DTR_344656","IMG/M",6815,78,1,0,0,10,"Aquatic","Marine","Hydrothermal vents",NULL
"DTR_344823","IMG/M",9932,127,7,0,0,8,"Aquatic","Non-marine saline","Saline",NULL
"DTR_344916","IMG/M",7102,127,1,0,0,6,"Aquatic","Marine","Coastal",NULL
"DTR_344960","IMG/M",7102,127,2,0,0,6,"Aquatic","Marine","Coastal",NULL
"DTR_345100","IMG/M",8454,127,1,0,0,13,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345101","IMG/M",7413,127,1,0,0,13,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345119","IMG/M",10973,127,1,0,0,15,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345120","IMG/M",9111,91,1,0,0,11,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345132","IMG/M",10569,127,1,0,0,12,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345134","IMG/M",9546,127,2,0,0,12,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345140","IMG/M",6112,127,0,0,1,4,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345153","IMG/M",7258,127,0,0,1,10,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345161","IMG/M",8454,127,1,0,0,13,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345173","IMG/M",10212,36,2,0,0,11,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345174","IMG/M",9854,127,1,0,0,11,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345175","IMG/M",9360,29,1,0,0,11,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345176","IMG/M",7413,127,1,0,0,13,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345189","IMG/M",10569,127,1,0,0,13,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345209","IMG/M",4785,112,7,0,0,0,"Aquatic","Marine","Oceanic","GCA_003441235.1"
"DTR_345276","IMG/M",9854,127,1,0,0,13,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345277","IMG/M",9255,53,1,0,0,11,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345287","IMG/M",10569,127,1,0,0,12,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345301","IMG/M",7060,127,1,0,0,12,"Host-Associated","Mammals","Digestive system",NULL
"DTR_345327","IMG/M",15682,35,7,0,2,16,"Host-Associated","Invertebrates","Integument",NULL
"DTR_345639","IMG/M",8138,127,2,0,0,13,"Aquatic","Freshwater","Lake",NULL
"DTR_345737","IMG/M",19742,127,8,0,0,17,"Aquatic","Freshwater","Lake",NULL
"DTR_345750","IMG/M",9180,25,1,0,0,7,"Aquatic","Freshwater","Lake",NULL
"DTR_345837","IMG/M",9276,127,1,0,0,9,"Host-Associated","Plants","Rhizosphere",NULL
"DTR_345868","IMG/M",19735,120,8,0,0,16,"Aquatic","Freshwater","Lake",NULL
"DTR_345870","IMG/M",15304,46,1,0,0,21,"Aquatic","Freshwater","Lake",NULL
"DTR_345974","IMG/M",10051,25,1,0,0,13,"Engineered","Built environment","Water treatment plant",NULL
"DTR_345982","IMG/M",7960,41,1,0,0,7,"Engineered","Built environment","Water treatment plant",NULL
"DTR_345983","IMG/M",7515,127,1,0,0,9,"Engineered","Built environment","Water treatment plant",NULL
"DTR_346034","IMG/M",7915,127,1,0,0,10,"Terrestrial","Peat","NA",NULL
"DTR_346085","IMG/M",7515,127,1,0,0,10,"Engineered","Built environment","Water treatment plant",NULL
"DTR_346210","IMG/M",7515,127,1,0,0,9,"Engineered","Built environment","Water treatment plant",NULL
"DTR_346226","IMG/M",5534,289,1,0,0,4,"Engineered","Built environment","Water treatment plant",NULL
"DTR_346306","IMG/M",7515,127,1,0,0,10,"Engineered","Built environment","Water treatment plant",NULL
"DTR_346411","IMG/M",7025,127,1,0,0,12,"Aquatic","Freshwater","Lake",NULL
"DTR_346419","IMG/M",6460,111,2,0,1,7,"Aquatic","Freshwater","Lake",NULL
"DTR_346420","IMG/M",6438,23,1,0,0,6,"Aquatic","Freshwater","Lake",NULL
"DTR_346435","IMG/M",4837,53,1,0,0,5,"Aquatic","Freshwater","Lake",NULL
"DTR_346505","IMG/M",9269,127,1,0,0,17,"Engineered","Built environment","Water treatment plant",NULL
"DTR_346509","IMG/M",7515,127,1,0,0,9,"Engineered","Built environment","Water treatment plant",NULL
"DTR_346514","IMG/M",6171,106,1,0,0,5,"Engineered","Built environment","Water treatment plant",NULL
"DTR_346601","IMG/M",7025,127,1,0,0,11,"Aquatic","Freshwater","Lake",NULL
"DTR_346616","IMG/M",4125,111,1,0,0,5,"Aquatic","Freshwater","Lake",NULL
"DTR_346661","IMG/M",7915,127,1,0,0,10,"Terrestrial","Peat","NA",NULL
"DTR_346684","IMG/M",14805,127,1,0,0,28,"Host-Associated","Plants","Rhizosphere",NULL
"DTR_346708","IMG/M",7915,127,1,0,0,10,"Terrestrial","Peat","NA",NULL
"DTR_346747","IMG/M",9269,127,1,0,0,17,"Engineered","Built environment","Water treatment plant",NULL
"DTR_346748","IMG/M",8833,127,2,0,0,10,"Engineered","Built environment","Water treatment plant",NULL
"DTR_346754","IMG/M",7515,127,1,0,0,9,"Engineered","Built environment","Water treatment plant",NULL
"DTR_346761","IMG/M",5827,127,1,0,0,5,"Engineered","Built environment","Water treatment plant",NULL
"DTR_346824","IMG/M",2710,127,1,0,0,0,"Host-Associated","Plants","Rhizosphere",NULL
"DTR_346876","IMG/M",19742,127,8,0,0,17,"Aquatic","Freshwater","Lake",NULL
"DTR_346899","IMG/M",8138,127,2,0,0,13,"Aquatic","Freshwater","Lake",NULL
"DTR_346923","IMG/M",5365,39,0,0,0,6,"Aquatic","Freshwater","Lake",NULL
"DTR_347068","IMG/M",16435,127,5,0,0,19,"Terrestrial","Plant litter","NA",NULL
"DTR_347137","IMG/M",16435,127,5,0,0,19,"Terrestrial","Plant litter","NA",NULL
"DTR_347223","IMG/M",16435,127,5,0,0,19,"Terrestrial","Plant litter","NA",NULL
"DTR_347269","IMG/M",11685,127,1,0,0,15,"Terrestrial","Soil","NA",NULL
"DTR_347390","IMG/M",14458,127,2,1,0,11,"Host-Associated","Mammals","Digestive system",NULL
"DTR_347408","IMG/M",10000,127,1,0,0,11,"Host-Associated","Mammals","Digestive system",NULL
"DTR_347447","IMG/M",5899,127,1,0,0,14,"Host-Associated","Mammals","Digestive system",NULL
"DTR_347469","IMG/M",5212,127,1,0,0,9,"Host-Associated","Mammals","Digestive system",NULL
"DTR_348431","IMG/M",7515,127,1,0,0,9,"Engineered","Built environment","Water treatment plant",NULL
"DTR_348444","IMG/M",6205,127,1,0,0,6,"Engineered","Built environment","Water treatment plant",NULL
"DTR_348586","IMG/M",17104,127,8,0,0,19,"Terrestrial","Soil","NA",NULL
"DTR_348609","IMG/M",3482,127,1,0,0,6,"Aquatic","Marine","Subtidal zone","GCA_004197955.1"
"DTR_348667","IMG/M",3482,127,1,0,0,6,"Aquatic","Marine","Subtidal zone","GCA_004197955.1"
"DTR_348735","IMG/M",16261,31,3,0,0,15,"Engineered","Solid waste","Landfill",NULL
"DTR_348737","IMG/M",15526,127,6,1,0,18,"Engineered","Solid waste","Landfill",NULL
"DTR_348745","IMG/M",8658,24,2,0,0,8,"Engineered","Solid waste","Landfill",NULL
"DTR_348922","IMG/M",2073,43,2,0,0,0,"Aquatic","Freshwater","Groundwater",NULL
"DTR_348967","IMG/M",17396,90,2,0,1,21,"Engineered","Solid waste","Landfill",NULL
"DTR_348973","IMG/M",12501,76,6,0,0,10,"Engineered","Solid waste","Landfill",NULL
"DTR_348983","IMG/M",7981,127,1,0,0,10,"Engineered","Solid waste","Landfill",NULL
"DTR_349085","IMG/M",16991,120,5,0,0,16,"Terrestrial","Soil","NA",NULL
"DTR_349410","IMG/M",12274,127,3,0,0,10,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_349445","IMG/M",12274,127,3,0,0,9,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_349516","IMG/M",16334,127,3,0,1,19,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_349518","IMG/M",12176,29,3,0,0,10,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_349521","IMG/M",9647,127,1,0,0,10,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_349610","IMG/M",7338,23,1,0,1,7,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_349667","IMG/M",16334,127,3,0,1,19,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_349938","IMG/M",2245,123,0,0,0,2,"Aquatic","Marine","Oceanic",NULL
"DTR_349991","IMG/M",4466,127,1,0,0,7,"Aquatic","Thermal springs","Hot (42-90C)",NULL
"DTR_350095","IMG/M",7515,127,1,0,0,10,"Engineered","Built environment","Water treatment plant",NULL
"DTR_350103","IMG/M",6201,125,1,0,0,6,"Engineered","Built environment","Water treatment plant",NULL
"DTR_350527","IMG/M",7915,127,1,0,0,10,"Terrestrial","Peat","NA",NULL
"DTR_350544","IMG/M",15648,127,6,1,0,13,"Terrestrial","Soil","NA",NULL
"DTR_350595","IMG/M",7915,127,1,0,0,10,"Terrestrial","Peat","NA",NULL
"DTR_350649","IMG/M",7915,127,1,0,0,10,"Terrestrial","Peat","NA",NULL
"DTR_350872","IMG/M",19961,127,11,0,0,16,"Terrestrial","Soil","NA",NULL
"DTR_350939","IMG/M",15650,101,6,1,0,17,"Terrestrial","Soil","NA",NULL
"DTR_351561","IMG/M",16021,127,2,1,0,18,"Host-Associated","Mammals","Digestive system",NULL
"DTR_351568","IMG/M",12173,127,2,0,0,15,"Host-Associated","Mammals","Digestive system",NULL
"DTR_351574","IMG/M",9898,98,0,0,0,14,"Host-Associated","Mammals","Digestive system",NULL
"DTR_351580","IMG/M",9037,127,1,0,0,12,"Host-Associated","Mammals","Digestive system",NULL
"DTR_351582","IMG/M",8677,127,1,0,0,12,"Host-Associated","Mammals","Digestive system",NULL
"DTR_351584","IMG/M",8446,127,1,0,0,8,"Host-Associated","Mammals","Digestive system",NULL
"DTR_351587","IMG/M",8303,127,1,0,0,11,"Host-Associated","Mammals","Digestive system",NULL
"DTR_351611","IMG/M",6010,127,0,0,0,9,"Host-Associated","Mammals","Digestive system",NULL
"DTR_351637","IMG/M",4790,127,1,0,0,6,"Host-Associated","Mammals","Digestive system",NULL
"DTR_351853","IMG/M",14806,127,1,0,0,28,"Host-Associated","Plants","Rhizosphere",NULL
"DTR_351860","IMG/M",9276,127,1,0,0,9,"Host-Associated","Plants","Rhizosphere",NULL
"DTR_351926","IMG/M",17270,32,5,2,1,18,"Terrestrial","Soil","NA",NULL
"DTR_351934","IMG/M",15355,127,4,0,0,19,"Terrestrial","Soil","NA",NULL
"DTR_351999","IMG/M",11112,127,1,0,0,11,"Host-Associated","Mammals","Digestive system",NULL
"DTR_352007","IMG/M",9024,67,1,0,0,13,"Host-Associated","Mammals","Digestive system",NULL
"DTR_352028","IMG/M",6269,127,1,0,0,5,"Host-Associated","Mammals","Digestive system",NULL
"DTR_352827","IMG/M",17261,127,2,0,0,20,"Terrestrial","Soil","NA",NULL
"DTR_352828","IMG/M",17205,127,7,0,0,16,"Terrestrial","Soil","NA",NULL
"DTR_352829","IMG/M",15648,127,6,1,0,13,"Terrestrial","Soil","NA",NULL
"DTR_352830","IMG/M",15333,127,4,1,0,18,"Terrestrial","Soil","NA",NULL
"DTR_352852","IMG/M",7915,127,1,0,0,10,"Terrestrial","Peat","NA",NULL
"DTR_353004","IMG/M",10607,127,2,1,0,10,"Host-Associated","Mammals","Digestive system",NULL
"DTR_353027","IMG/M",7792,127,0,0,0,8,"Host-Associated","Mammals","Digestive system",NULL
"DTR_353040","IMG/M",6492,127,2,0,0,10,"Host-Associated","Mammals","Digestive system",NULL
"DTR_353043","IMG/M",6425,127,0,0,0,8,"Host-Associated","Mammals","Digestive system",NULL
"DTR_353050","IMG/M",6132,106,1,0,0,5,"Host-Associated","Mammals","Digestive system",NULL
"DTR_353065","IMG/M",5535,127,1,0,0,9,"Host-Associated","Mammals","Digestive system",NULL
"DTR_353070","IMG/M",5294,50,2,0,1,5,"Host-Associated","Mammals","Digestive system",NULL
"DTR_353337","IMG/M",9572,127,2,0,0,10,"Host-Associated","Mammals","Digestive system",NULL
"DTR_353342","IMG/M",8798,109,1,0,0,13,"Host-Associated","Mammals","Digestive system",NULL
"DTR_353343","IMG/M",8706,121,2,0,0,11,"Host-Associated","Mammals","Digestive system",NULL
"DTR_353349","IMG/M",8039,94,1,0,0,8,"Host-Associated","Mammals","Digestive system",NULL
"DTR_354392","IMG/M",7915,127,1,0,0,10,"Terrestrial","Peat","NA",NULL
"DTR_354481","IMG/M",7915,127,1,0,0,10,"Terrestrial","Peat","NA",NULL
"DTR_354565","IMG/M",9979,127,2,0,0,12,"Terrestrial","Soil","NA",NULL
"DTR_354591","IMG/M",7915,127,1,0,0,10,"Terrestrial","Peat","NA",NULL
"DTR_354648","IMG/M",12414,127,3,0,0,25,"Aquatic","Marine","Wetlands",NULL
"DTR_354649","IMG/M",12173,127,2,0,0,23,"Aquatic","Marine","Wetlands",NULL
"DTR_354689","IMG/M",3069,52,1,0,0,5,"Aquatic","Marine","Wetlands",NULL
"DTR_354768","IMG/M",14228,96,6,0,0,19,"Host-Associated","Mammals","Digestive system",NULL
"DTR_354797","IMG/M",9159,127,1,0,0,13,"Host-Associated","Mammals","Digestive system",NULL
"DTR_354810","IMG/M",7080,127,1,0,1,7,"Host-Associated","Mammals","Digestive system",NULL
"DTR_354813","IMG/M",6760,127,1,0,0,10,"Host-Associated","Mammals","Digestive system",NULL
"DTR_355774","IMG/M",16205,116,2,1,0,19,"Host-Associated","Mammals","Digestive system",NULL
"DTR_355778","IMG/M",14342,127,1,0,0,15,"Host-Associated","Mammals","Digestive system",NULL
"DTR_355788","IMG/M",11517,127,1,0,0,15,"Host-Associated","Mammals","Digestive system",NULL
